date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:59:01	31/31	---M--	200	added ('OK')	text/plain	date:Thu,%2024%20May%202018%2019:04:27%20GMT	http://demo.amytheme.com/robots.txt		(from )
21:59:07	133012/133012	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2014:59:01%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/index.html	(from )
21:59:07	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2029%20Sep%202020%2014:59:06%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/xmlrpc.php	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/xmlrpc.0.delayed	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:08	41045/41045	---M--	200	added ('OK')	text/css	date:Wed,%2010%20Jun%202020%2023:03:24%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-includes/css/dist/block-library/style.min.css?ver=5.3.4	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-includes/css/dist/block-library/style.min03ec.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:09	12795/12795	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202019%2004:29:59%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/amy-user/assets/css/vendor/jquery.fancybox.css?ver=5.3.4	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/amy-user/assets/css/vendor/jquery.fancybox03ec.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:10	3420/3420	---M--	200	added ('OK')	text/css	date:Tue,%2010%20Sep%202019%2004:29:59%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/amy-user/assets/css/style.css?ver=5.3.4	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/amy-user/assets/css/style03ec.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:10	1645/1645	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:28:20%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.6	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/contact-form-7/includes/css/stylesb62d.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:10	784/784	---MC-	200	added ('OK')	application/rss+xml	etag:%224171762140c578ad45e998e59819992e%22	http://demo.amytheme.com/movie/demo/multi-cinema/comments/feed/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/comments/feed/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:11	39750/39750	---M--	200	added ('OK')	text/css	date:Mon,%2004%20Mar%202019%2004:35:06%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/revslider/public/assets/css/settings23da.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:14	37429/37429	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:30:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/font-awesome.css?ver=4.6.3	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/font-awesome4698.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:15	1846/1846	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:30:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/slick.css?ver=5.3.4	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/slick03ec.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:16	3401/3401	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:30:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/slick-theme.css?ver=5.3.4	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/slick-theme03ec.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:18	9918/9918	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:30:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/tooltipster.bundle.css?ver=1.0.0	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/tooltipster.bundle8a54.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:18	485158/485158	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:29:34%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.1	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/js_composer/assets/css/js_composer.min9b2d.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:19	54850/54850	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:30:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/jquery.mCustomScrollbar.css?ver=1.0.0	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/jquery.mCustomScrollbar8a54.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:20	29113/29113	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:30:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/plyr.css?ver=1.0.0	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/vendor/plyr8a54.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:25	341488/341488	---M--	200	added ('OK')	text/css	date:Wed,%2012%20Feb%202020%2013:30:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/style.css?ver=1.0.0	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/themes/amy-movie/css/style8a54.css	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:26	23555/23555	---MC-	200	added ('OK')	application/rss+xml	etag:%228b4683335036eb96e7b0fc459104037b%22	http://demo.amytheme.com/movie/demo/multi-cinema/feed/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/feed/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:27	10056/10056	---M--	200	added ('OK')	application/javascript	date:Fri,%2020%20May%202016%2020:11:28%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:38	64949/64949	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2004:35:06%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min23da.js	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:39	954/954	---M--	200	added ('OK')	text/xml	date:Tue,%2029%20Sep%202020%2014:59:38%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/xmlrpc.php?rsd	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/xmlrpc0db0.php	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:41	96873/96873	---M--	200	added ('OK')	application/javascript	date:Thu,%2005%20Sep%202019%2010:12:12%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-includes/js/jquery/jquery4a5f.js	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:41	1045/1045	---M--	200	added ('OK')	application/xml	date:Thu,%2012%20Dec%202013%2010:49:10%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-includes/wlwmanifest.xml	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-includes/wlwmanifest.xml	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:43	2267/2267	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2014:59:41%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo.amytheme.com%2Fmovie%2Fdemo%2Fmulti-cinema%2F	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-json/oembed/1.0/embed4631.json	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:43	110564/110564	---M--	200	added ('OK')	application/javascript	date:Mon,%2004%20Mar%202019%2004:35:06%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min23da.js	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:44	2354/2354	---MC-	200	added ('OK')	text/xml	date:Tue,%2029%20Sep%202020%2014:59:42%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fdemo.amytheme.com%2Fmovie%2Fdemo%2Fmulti-cinema%2F&format=xml	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-json/oembed/1.0/embed87e3	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:45	4482/4482	---M--	200	added ('OK')	image/png	date:Wed,%2003%20Apr%202019%2006:54:56%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_66.png	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_66.png	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:46	16096/16096	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:02:34%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/bgs1.jpg?id=244	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/bgs1defa.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:50	16890/16890	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:32%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_15-1-214x368.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_15-1-214x368.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:50	73575/73575	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2014:59:46%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/now-playing/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/now-playing/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:56	23203/23203	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:36%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_16-1-214x368.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_16-1-214x368.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:56	82139/82139	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2014:59:49%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/comming-soon/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/comming-soon/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:57	82239/82239	---MC-	200	added ('OK')	application/json	date:Tue,%2029%20Sep%202020%2014:59:39%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-json/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-json/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
21:59:59	45591/45591	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2014:59:55%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/hello-of-high-water/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/hello-of-high-water/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:01	45049/45049	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2014:59:57%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/ice-age-collision-course/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/ice-age-collision-course/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:02	14193/14193	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:44%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_18-1-214x368.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_18-1-214x368.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:02	18216/18216	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:40%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_17-1-214x368.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_17-1-214x368.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:06	56579/56579	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:00%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/jumanji-welcome-to-the-jungle/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/jumanji-welcome-to-the-jungle/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:08	55761/55761	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:02%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/kubo-and-the-two-strings/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/kubo-and-the-two-strings/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:08	12541/12541	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:46%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_19-1-214x368.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_19-1-214x368.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:08	15876/15876	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:50%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_20-1-214x368.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_20-1-214x368.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:14	55435/55435	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:07%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/cinema/gv-max/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/cinema/gv-max/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:15	67132/67132	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:07%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/daily-layout-list/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/daily-layout-list/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:17	22190/22190	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:02%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_4-1-214x368.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_4-1-214x368.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:20	77739/77739	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:13%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/daily-showtime-ajax/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/daily-showtime-ajax/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:22	61175/61175	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:17%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/weekly-showtime-table/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/weekly-showtime-table/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:25	39291/39291	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:22%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/weekly-showtime-ajax/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/weekly-showtime-ajax/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:37	98187/98187	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:04%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_5-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_5-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:37	113364/113364	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:16%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_9-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_9-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:38	82797/82797	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:18%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_10-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_10-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:40	39370/39370	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:37%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/top-rated/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/top-rated/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:42	43191/43191	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:38%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/game-night/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/game-night/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:45	55193/55193	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:42%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/peter-rabbit/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/peter-rabbit/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:55	84292/84292	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:00%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_3-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_3-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:00:58	55533/55533	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:00:55%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/supersonic/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/supersonic/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:06	113861/113861	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:32%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_15-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_15-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:07	140923/140923	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:10%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_7-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_7-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:10	56114/56114	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:01:05%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/death-wish/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/death-wish/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:13	56250/56250	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:01:10%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/the-hurricane-heist/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/the-hurricane-heist/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:21	121176/121176	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:38%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_17-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_17-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:24	44954/44954	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:01:21%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_movie/norma-royal-opera/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_movie/norma-royal-opera/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:29	111913/111913	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:50%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_20-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_20-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:33	58948/58948	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:01:29%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_genre/comedy/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_genre/comedy/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:35	113539/113539	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:01:08%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_6-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/img_6-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:38	59224/59224	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:01:34%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_genre/magic/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_genre/magic/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:42	47291/47291	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202019%2007:02:26%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/image_2-1.jpg	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/wp-content/uploads/2019/04/image_2-1.jpg	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
22:01:46	59164/59164	---MC-	200	added ('OK')	text/html	date:Tue,%2029%20Sep%202020%2015:01:42%20GMT	http://demo.amytheme.com/movie/demo/multi-cinema/amy_genre/romantic/	C:/Users/VU%20TRAN/Desktop/Movie/demo.amytheme.com/movie/demo/multi-cinema/amy_genre/romantic/index.html	(from http://demo.amytheme.com/movie/demo/multi-cinema/)
